node,activity_count,retweet_ratio,mention_ratio,reply_ratio,activity_span,is_active
2739,5,0.0,0.6,0.4,2649,1
2753,2,0.0,0.5,0.5,0,1
2760,0,0.0,0.0,0.0,0,0
2765,2,0.5,0.5,0.0,39440,1
2780,1,0.0,1.0,0.0,0,1
2785,2,0.5,0.5,0.0,0,1
2786,0,0.0,0.0,0.0,0,0
2799,1,0.0,1.0,0.0,0,1
2939,1,1.0,0.0,0.0,0,1
2940,1,1.0,0.0,0.0,0,1
2941,17,0.0,0.8235294117647058,0.17647058823529413,221170,1
2971,0,0.0,0.0,0.0,0,0
2974,1,1.0,0.0,0.0,0,1
2989,0,0.0,0.0,0.0,0,0
2992,0,0.0,0.0,0.0,0,0
2994,0,0.0,0.0,0.0,0,0
3003,0,0.0,0.0,0.0,0,0
3011,0,0.0,0.0,0.0,0,0
3024,7,0.2857142857142857,0.42857142857142855,0.2857142857142857,32600,1
3027,48,0.6666666666666666,0.2708333333333333,0.0625,152499,1
3040,0,0.0,0.0,0.0,0,0
3043,1,0.0,1.0,0.0,0,1
3047,1,1.0,0.0,0.0,0,1
3057,1,1.0,0.0,0.0,0,1
3065,2,0.0,0.5,0.5,0,1
3069,1,1.0,0.0,0.0,0,1
3094,5,0.6,0.2,0.2,91603,1
3119,0,0.0,0.0,0.0,0,0
3139,1,1.0,0.0,0.0,0,1
3140,0,0.0,0.0,0.0,0,0
3158,1,1.0,0.0,0.0,0,1
3176,1,1.0,0.0,0.0,0,1
3185,2,0.5,0.5,0.0,0,1
3188,4,0.75,0.25,0.0,7715,1
3190,1,0.0,1.0,0.0,0,1
3192,1,1.0,0.0,0.0,0,1
3193,0,0.0,0.0,0.0,0,0
3197,0,0.0,0.0,0.0,0,0
3199,0,0.0,0.0,0.0,0,0
3200,0,0.0,0.0,0.0,0,0
3202,1,1.0,0.0,0.0,0,1
3205,0,0.0,0.0,0.0,0,0
3208,0,0.0,0.0,0.0,0,0
3211,0,0.0,0.0,0.0,0,0
3215,4,0.5,0.5,0.0,1177,1
3216,0,0.0,0.0,0.0,0,0
3226,3,0.6666666666666666,0.3333333333333333,0.0,4212,1
3228,21,0.0,0.9523809523809523,0.047619047619047616,168698,1
3235,0,0.0,0.0,0.0,0,0
3264,6,0.6666666666666666,0.3333333333333333,0.0,39883,1
3268,2,0.5,0.5,0.0,171289,1
3273,8,0.125,0.75,0.125,112615,1
3279,1,0.0,1.0,0.0,0,1
3280,5,0.4,0.6,0.0,30,1
3281,0,0.0,0.0,0.0,0,0
3282,2,0.5,0.5,0.0,0,1
3284,1,0.0,1.0,0.0,0,1
3298,0,0.0,0.0,0.0,0,0
3300,10,0.9,0.1,0.0,87032,1
3311,2,0.5,0.5,0.0,0,1
3322,2,0.5,0.5,0.0,0,1
3324,1,0.0,1.0,0.0,0,1
3331,5,0.2,0.6,0.2,790,1
3334,0,0.0,0.0,0.0,0,0
3336,0,0.0,0.0,0.0,0,0
3337,0,0.0,0.0,0.0,0,0
3340,0,0.0,0.0,0.0,0,0
3348,0,0.0,0.0,0.0,0,0
3350,0,0.0,0.0,0.0,0,0
3353,3,0.6666666666666666,0.3333333333333333,0.0,338421,1
3356,1,0.0,1.0,0.0,0,1
3360,12,0.0,1.0,0.0,347682,1
3368,1,1.0,0.0,0.0,0,1
3369,2,0.5,0.5,0.0,0,1
3372,1,0.0,1.0,0.0,0,1
3374,0,0.0,0.0,0.0,0,0
3375,1,1.0,0.0,0.0,0,1
3378,1,1.0,0.0,0.0,0,1
3379,0,0.0,0.0,0.0,0,0
3380,2,0.0,0.5,0.5,0,1
3393,0,0.0,0.0,0.0,0,0
3394,2,0.5,0.5,0.0,0,1
3397,0,0.0,0.0,0.0,0,0
3398,1,0.0,1.0,0.0,0,1
3410,0,0.0,0.0,0.0,0,0
3413,0,0.0,0.0,0.0,0,0
3419,4,0.0,0.5,0.5,86763,1
3422,3,0.6666666666666666,0.3333333333333333,0.0,47815,1
3440,1,0.0,1.0,0.0,0,1
3457,1,0.0,1.0,0.0,0,1
3459,2,0.0,1.0,0.0,165061,1
3469,0,0.0,0.0,0.0,0,0
3471,0,0.0,0.0,0.0,0,0
3472,3,0.6666666666666666,0.3333333333333333,0.0,74478,1
3477,0,0.0,0.0,0.0,0,0
3484,1,1.0,0.0,0.0,0,1
3492,2,0.5,0.5,0.0,0,1
3497,0,0.0,0.0,0.0,0,0
3506,5,0.4,0.4,0.2,302609,1
3510,1,1.0,0.0,0.0,0,1
3536,1,0.0,1.0,0.0,0,1
3541,0,0.0,0.0,0.0,0,0
3549,5,0.0,0.6,0.4,1148,1
3556,0,0.0,0.0,0.0,0,0
3583,4,0.75,0.25,0.0,200,1
3586,0,0.0,0.0,0.0,0,0
3595,2,0.0,1.0,0.0,0,1
3603,27,0.37037037037037035,0.5925925925925926,0.037037037037037035,235261,1
3604,28,0.10714285714285714,0.5714285714285714,0.32142857142857145,525482,1
3606,4,0.75,0.25,0.0,196238,1
3609,0,0.0,0.0,0.0,0,0
3619,1,1.0,0.0,0.0,0,1
3626,1,0.0,1.0,0.0,0,1
3641,7,0.0,1.0,0.0,172315,1
3647,1,1.0,0.0,0.0,0,1
3714,2,0.0,0.5,0.5,0,1
3719,2,1.0,0.0,0.0,23529,1
3726,4,0.0,0.5,0.5,92515,1
3738,2,0.5,0.5,0.0,0,1
3740,7,0.0,0.5714285714285714,0.42857142857142855,41008,1
3742,5,0.8,0.2,0.0,184550,1
3746,0,0.0,0.0,0.0,0,0
3755,2,0.5,0.5,0.0,73159,1
3771,3,0.6666666666666666,0.3333333333333333,0.0,46916,1
3783,2,0.5,0.5,0.0,384674,1
3784,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,221972,1
3799,2,0.0,0.5,0.5,0,1
3802,1,1.0,0.0,0.0,0,1
3804,3,0.6666666666666666,0.3333333333333333,0.0,88855,1
3808,19,0.5789473684210527,0.42105263157894735,0.0,88721,1
3809,0,0.0,0.0,0.0,0,0
3810,0,0.0,0.0,0.0,0,0
3847,5,0.2,0.4,0.4,174302,1
3870,0,0.0,0.0,0.0,0,0
3879,1,1.0,0.0,0.0,0,1
3886,2,0.0,1.0,0.0,84,1
3929,5,0.4,0.6,0.0,2835,1
3950,2,1.0,0.0,0.0,103205,1
3954,1,0.0,1.0,0.0,0,1
3962,1,1.0,0.0,0.0,0,1
3963,0,0.0,0.0,0.0,0,0
3968,2,1.0,0.0,0.0,26857,1
3983,2,0.5,0.5,0.0,0,1
3990,1,0.0,1.0,0.0,0,1
3998,141,0.05673758865248227,0.9148936170212766,0.028368794326241134,381767,1
3999,0,0.0,0.0,0.0,0,0
4014,2,0.5,0.5,0.0,12737,1
4036,2,1.0,0.0,0.0,132,1
4052,0,0.0,0.0,0.0,0,0
4061,1,1.0,0.0,0.0,0,1
4076,0,0.0,0.0,0.0,0,0
4118,0,0.0,0.0,0.0,0,0
4120,0,0.0,0.0,0.0,0,0
4122,2,0.0,1.0,0.0,0,1
4123,0,0.0,0.0,0.0,0,0
4134,0,0.0,0.0,0.0,0,0
4138,2,1.0,0.0,0.0,236349,1
4143,2,1.0,0.0,0.0,57928,1
4161,2,1.0,0.0,0.0,4659,1
4166,0,0.0,0.0,0.0,0,0
4168,0,0.0,0.0,0.0,0,0
4176,2,0.5,0.5,0.0,18614,1
4179,1,1.0,0.0,0.0,0,1
4181,1,1.0,0.0,0.0,0,1
4182,28,0.32142857142857145,0.6071428571428571,0.07142857142857142,193166,1
4197,1,1.0,0.0,0.0,0,1
4200,0,0.0,0.0,0.0,0,0
4201,0,0.0,0.0,0.0,0,0
4207,0,0.0,0.0,0.0,0,0
4214,0,0.0,0.0,0.0,0,0
4219,1,0.0,1.0,0.0,0,1
4233,0,0.0,0.0,0.0,0,0
4252,3,0.6666666666666666,0.3333333333333333,0.0,27,1
4256,1,1.0,0.0,0.0,0,1
4257,3,0.3333333333333333,0.6666666666666666,0.0,0,1
4259,0,0.0,0.0,0.0,0,0
4269,8,0.625,0.25,0.125,80126,1
4272,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,173977,1
4289,1,1.0,0.0,0.0,0,1
4290,1,1.0,0.0,0.0,0,1
4299,9,0.4444444444444444,0.4444444444444444,0.1111111111111111,127063,1
4302,0,0.0,0.0,0.0,0,0
4304,11,0.2727272727272727,0.5454545454545454,0.18181818181818182,5487,1
4305,3,0.3333333333333333,0.6666666666666666,0.0,0,1
4308,1,0.0,1.0,0.0,0,1
4315,0,0.0,0.0,0.0,0,0
4316,3,0.0,1.0,0.0,159489,1
4318,3,0.3333333333333333,0.6666666666666666,0.0,224102,1
4322,41,0.12195121951219512,0.6829268292682927,0.1951219512195122,88690,1
4336,34,0.2647058823529412,0.7352941176470589,0.0,306950,1
4342,1,1.0,0.0,0.0,0,1
4344,0,0.0,0.0,0.0,0,0
4345,11,0.2727272727272727,0.6363636363636364,0.09090909090909091,258096,1
4346,2,0.0,0.5,0.5,0,1
4351,2,1.0,0.0,0.0,46878,1
4356,1,1.0,0.0,0.0,0,1
4360,6,0.5,0.5,0.0,10693,1
4361,5,0.4,0.6,0.0,6986,1
4362,2,0.5,0.5,0.0,0,1
4364,1,1.0,0.0,0.0,0,1
4365,4,0.25,0.5,0.25,288905,1
4368,8,0.375,0.5,0.125,299819,1
4369,0,0.0,0.0,0.0,0,0
4375,0,0.0,0.0,0.0,0,0
4378,2,0.5,0.5,0.0,165469,1
4384,0,0.0,0.0,0.0,0,0
4408,0,0.0,0.0,0.0,0,0
4420,0,0.0,0.0,0.0,0,0
4426,0,0.0,0.0,0.0,0,0
4427,1,1.0,0.0,0.0,0,1
4429,0,0.0,0.0,0.0,0,0
4431,0,0.0,0.0,0.0,0,0
4433,0,0.0,0.0,0.0,0,0
4434,0,0.0,0.0,0.0,0,0
4439,1,1.0,0.0,0.0,0,1
4440,2,0.0,0.5,0.5,0,1
4444,0,0.0,0.0,0.0,0,0
4492,5,0.2,0.4,0.4,63122,1
4493,8,0.5,0.25,0.25,285521,1
4507,6,0.8333333333333334,0.16666666666666666,0.0,239000,1
4512,1,0.0,1.0,0.0,0,1
4516,0,0.0,0.0,0.0,0,0
4526,0,0.0,0.0,0.0,0,0
4541,0,0.0,0.0,0.0,0,0
4542,2,0.5,0.5,0.0,0,1
4554,4,0.0,0.5,0.5,118815,1
4580,2,0.0,0.5,0.5,0,1
4582,1,1.0,0.0,0.0,0,1
4585,0,0.0,0.0,0.0,0,0
4604,2,0.5,0.5,0.0,0,1
4628,0,0.0,0.0,0.0,0,0
4642,0,0.0,0.0,0.0,0,0
4646,0,0.0,0.0,0.0,0,0
4664,1,0.0,1.0,0.0,0,1
4666,1,1.0,0.0,0.0,0,1
4668,0,0.0,0.0,0.0,0,0
4678,1,1.0,0.0,0.0,0,1
4683,0,0.0,0.0,0.0,0,0
4685,0,0.0,0.0,0.0,0,0
4696,1,1.0,0.0,0.0,0,1
4701,0,0.0,0.0,0.0,0,0
4705,2,0.0,0.5,0.5,0,1
4710,0,0.0,0.0,0.0,0,0
4712,0,0.0,0.0,0.0,0,0
4713,6,0.5,0.5,0.0,28949,1
4718,4,0.75,0.25,0.0,235473,1
4733,2,1.0,0.0,0.0,11183,1
4740,0,0.0,0.0,0.0,0,0
4741,2,0.5,0.5,0.0,0,1
4760,0,0.0,0.0,0.0,0,0
4761,0,0.0,0.0,0.0,0,0
4762,0,0.0,0.0,0.0,0,0
4764,1,1.0,0.0,0.0,0,1
4767,2,1.0,0.0,0.0,49,1
4776,2,0.5,0.5,0.0,0,1
4800,2,0.0,1.0,0.0,0,1
4820,0,0.0,0.0,0.0,0,0
4822,3,1.0,0.0,0.0,75523,1
4826,0,0.0,0.0,0.0,0,0
4828,1,1.0,0.0,0.0,0,1
4830,28,0.25,0.6785714285714286,0.07142857142857142,245208,1
4831,0,0.0,0.0,0.0,0,0
4844,0,0.0,0.0,0.0,0,0
4848,0,0.0,0.0,0.0,0,0
4851,2,0.5,0.5,0.0,0,1
4856,1,1.0,0.0,0.0,0,1
4870,2,0.5,0.5,0.0,0,1
4875,0,0.0,0.0,0.0,0,0
4877,0,0.0,0.0,0.0,0,0
4881,1,0.0,1.0,0.0,0,1
4883,1,1.0,0.0,0.0,0,1
4904,3,0.3333333333333333,0.6666666666666666,0.0,1193,1
4908,0,0.0,0.0,0.0,0,0
4910,0,0.0,0.0,0.0,0,0
4911,1,1.0,0.0,0.0,0,1
4915,0,0.0,0.0,0.0,0,0
4924,1,1.0,0.0,0.0,0,1
4929,0,0.0,0.0,0.0,0,0
4930,0,0.0,0.0,0.0,0,0
4931,2,0.5,0.5,0.0,131,1
4934,0,0.0,0.0,0.0,0,0
4973,0,0.0,0.0,0.0,0,0
4991,0,0.0,0.0,0.0,0,0
4994,9,0.1111111111111111,0.8888888888888888,0.0,97630,1
4995,2,0.0,0.5,0.5,0,1
5005,2,0.5,0.5,0.0,75870,1
5006,0,0.0,0.0,0.0,0,0
5011,1,1.0,0.0,0.0,0,1
5013,0,0.0,0.0,0.0,0,0
5014,1,0.0,1.0,0.0,0,1
5016,1,1.0,0.0,0.0,0,1
5022,0,0.0,0.0,0.0,0,0
5029,0,0.0,0.0,0.0,0,0
5032,0,0.0,0.0,0.0,0,0
5039,1,1.0,0.0,0.0,0,1
5061,2,0.5,0.5,0.0,0,1
5062,1,1.0,0.0,0.0,0,1
5064,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,4112,1
5066,4,0.5,0.5,0.0,114127,1
5070,0,0.0,0.0,0.0,0,0
5072,0,0.0,0.0,0.0,0,0
5078,2,0.0,0.5,0.5,0,1
5079,1,0.0,1.0,0.0,0,1
5080,2,0.5,0.5,0.0,3046,1
5082,10,0.4,0.4,0.2,10036,1
5092,2,0.5,0.5,0.0,917,1
5095,2,0.5,0.5,0.0,0,1
5103,0,0.0,0.0,0.0,0,0
5115,1,0.0,1.0,0.0,0,1
5116,10,0.9,0.1,0.0,169831,1
5125,1,1.0,0.0,0.0,0,1
5137,58,0.39655172413793105,0.41379310344827586,0.1896551724137931,252091,1
5161,0,0.0,0.0,0.0,0,0
5163,5,0.8,0.2,0.0,240701,1
5169,6,0.5,0.5,0.0,168810,1
5175,8,0.375,0.5,0.125,1408,1
5183,1,0.0,1.0,0.0,0,1
5186,4,0.75,0.25,0.0,339243,1
5188,0,0.0,0.0,0.0,0,0
5191,2,1.0,0.0,0.0,276449,1
5193,9,0.0,1.0,0.0,65873,1
5194,1,1.0,0.0,0.0,0,1
5195,2,0.5,0.5,0.0,0,1
5197,0,0.0,0.0,0.0,0,0
5198,0,0.0,0.0,0.0,0,0
5199,0,0.0,0.0,0.0,0,0
5200,1,0.0,1.0,0.0,0,1
5202,2,0.0,1.0,0.0,273313,1
5205,0,0.0,0.0,0.0,0,0
5206,3,0.3333333333333333,0.6666666666666666,0.0,1452,1
5207,0,0.0,0.0,0.0,0,0
5208,7,0.14285714285714285,0.7142857142857143,0.14285714285714285,47427,1
5219,0,0.0,0.0,0.0,0,0
5226,25,0.24,0.68,0.08,271948,1
5229,0,0.0,0.0,0.0,0,0
5245,0,0.0,0.0,0.0,0,0
5246,3,0.6666666666666666,0.3333333333333333,0.0,12,1
5247,2,0.0,1.0,0.0,85691,1
5252,0,0.0,0.0,0.0,0,0
5253,0,0.0,0.0,0.0,0,0
5268,0,0.0,0.0,0.0,0,0
5281,40,0.175,0.675,0.15,360527,1
5282,7,0.0,0.5714285714285714,0.42857142857142855,259350,1
5289,1,0.0,1.0,0.0,0,1
5294,3,0.3333333333333333,0.6666666666666666,0.0,0,1
5304,2,0.5,0.5,0.0,0,1
5306,2,0.0,1.0,0.0,0,1
5310,3,1.0,0.0,0.0,208813,1
5313,7,0.14285714285714285,0.8571428571428571,0.0,157082,1
5325,2,1.0,0.0,0.0,59578,1
5331,1,0.0,1.0,0.0,0,1
5333,0,0.0,0.0,0.0,0,0
5366,0,0.0,0.0,0.0,0,0
5375,0,0.0,0.0,0.0,0,0
5380,10,0.5,0.4,0.1,36380,1
5388,3,0.3333333333333333,0.6666666666666666,0.0,3255,1
5406,22,0.36363636363636365,0.5454545454545454,0.09090909090909091,279109,1
5411,0,0.0,0.0,0.0,0,0
5414,5,0.8,0.2,0.0,54925,1
5427,4,0.5,0.5,0.0,15910,1
5429,3,0.3333333333333333,0.6666666666666666,0.0,0,1
5430,0,0.0,0.0,0.0,0,0
5433,0,0.0,0.0,0.0,0,0
5439,0,0.0,0.0,0.0,0,0
5449,3,0.3333333333333333,0.6666666666666666,0.0,228515,1
5458,0,0.0,0.0,0.0,0,0
5464,0,0.0,0.0,0.0,0,0
5478,0,0.0,0.0,0.0,0,0
5500,12,0.75,0.25,0.0,443998,1
5508,0,0.0,0.0,0.0,0,0
5514,0,0.0,0.0,0.0,0,0
5515,0,0.0,0.0,0.0,0,0
5516,2,0.5,0.5,0.0,8378,1
5521,0,0.0,0.0,0.0,0,0
5529,1,1.0,0.0,0.0,0,1
5533,2,1.0,0.0,0.0,295076,1
5551,1,1.0,0.0,0.0,0,1
5555,1,1.0,0.0,0.0,0,1
5584,1,0.0,1.0,0.0,0,1
5586,1,1.0,0.0,0.0,0,1
5587,1,0.0,1.0,0.0,0,1
5604,8,1.0,0.0,0.0,22525,1
5618,1,1.0,0.0,0.0,0,1
5638,2,0.5,0.5,0.0,0,1
5643,0,0.0,0.0,0.0,0,0
5650,3,0.6666666666666666,0.3333333333333333,0.0,29502,1
5676,1,1.0,0.0,0.0,0,1
5677,0,0.0,0.0,0.0,0,0
5686,1,1.0,0.0,0.0,0,1
5704,7,0.5714285714285714,0.2857142857142857,0.14285714285714285,273720,1
5716,7,0.5714285714285714,0.42857142857142855,0.0,98011,1
5721,3,0.6666666666666666,0.3333333333333333,0.0,65,1
5730,2,0.5,0.5,0.0,0,1
5741,0,0.0,0.0,0.0,0,0
5744,2,0.5,0.5,0.0,87822,1
5752,1,1.0,0.0,0.0,0,1
5757,0,0.0,0.0,0.0,0,0
5762,1,1.0,0.0,0.0,0,1
5788,0,0.0,0.0,0.0,0,0
5802,0,0.0,0.0,0.0,0,0
5803,0,0.0,0.0,0.0,0,0
5813,0,0.0,0.0,0.0,0,0
5816,8,0.375,0.625,0.0,137763,1
5819,1,1.0,0.0,0.0,0,1
5824,2,0.5,0.5,0.0,0,1
5833,0,0.0,0.0,0.0,0,0
5877,2,0.5,0.5,0.0,0,1
5904,4,0.25,0.75,0.0,66850,1
5907,2,0.5,0.5,0.0,0,1
5915,2,1.0,0.0,0.0,31256,1
5921,2,0.0,0.5,0.5,0,1
5923,6,0.16666666666666666,0.8333333333333334,0.0,170090,1
5930,0,0.0,0.0,0.0,0,0
5934,0,0.0,0.0,0.0,0,0
5949,0,0.0,0.0,0.0,0,0
5963,1,1.0,0.0,0.0,0,1
5970,0,0.0,0.0,0.0,0,0
5979,0,0.0,0.0,0.0,0,0
5980,1,0.0,1.0,0.0,0,1
6019,4,0.75,0.25,0.0,117517,1
6039,7,0.8571428571428571,0.14285714285714285,0.0,233475,1
6069,0,0.0,0.0,0.0,0,0
6071,1,1.0,0.0,0.0,0,1
6078,1,1.0,0.0,0.0,0,1
6080,12,0.0,0.5833333333333334,0.4166666666666667,146811,1
6081,3,0.0,0.6666666666666666,0.3333333333333333,0,1
6095,0,0.0,0.0,0.0,0,0
6103,0,0.0,0.0,0.0,0,0
6104,2,0.5,0.5,0.0,0,1
6105,0,0.0,0.0,0.0,0,0
6113,2,1.0,0.0,0.0,139375,1
6114,3,0.0,0.6666666666666666,0.3333333333333333,0,1
6139,0,0.0,0.0,0.0,0,0
6148,0,0.0,0.0,0.0,0,0
6150,38,0.5,0.34210526315789475,0.15789473684210525,255887,1
6166,12,0.3333333333333333,0.5833333333333334,0.08333333333333333,1224,1
6168,0,0.0,0.0,0.0,0,0
6175,9,0.1111111111111111,0.7777777777777778,0.1111111111111111,84897,1
6189,1,1.0,0.0,0.0,0,1
6202,0,0.0,0.0,0.0,0,0
6212,0,0.0,0.0,0.0,0,0
6218,4,0.25,0.75,0.0,91303,1
6224,1,1.0,0.0,0.0,0,1
6232,1,0.0,1.0,0.0,0,1
6236,2,0.0,1.0,0.0,7696,1
6239,3,0.6666666666666666,0.3333333333333333,0.0,67083,1
6240,1,1.0,0.0,0.0,0,1
6241,115,0.09565217391304348,0.6173913043478261,0.28695652173913044,282171,1
6257,0,0.0,0.0,0.0,0,0
6260,0,0.0,0.0,0.0,0,0
6267,1,0.0,1.0,0.0,0,1
6308,0,0.0,0.0,0.0,0,0
6317,1,1.0,0.0,0.0,0,1
6321,1,1.0,0.0,0.0,0,1
6335,1,0.0,1.0,0.0,0,1
6339,4,1.0,0.0,0.0,253774,1
6341,3,0.0,0.6666666666666666,0.3333333333333333,0,1
6358,0,0.0,0.0,0.0,0,0
6364,1,1.0,0.0,0.0,0,1
6369,2,0.0,1.0,0.0,18849,1
6370,1,1.0,0.0,0.0,0,1
6381,1,1.0,0.0,0.0,0,1
6409,2,0.5,0.5,0.0,0,1
6414,2,0.0,1.0,0.0,48884,1
6418,18,0.8888888888888888,0.1111111111111111,0.0,127796,1
6560,0,0.0,0.0,0.0,0,0
6584,1,0.0,1.0,0.0,0,1
6586,0,0.0,0.0,0.0,0,0
6598,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,170327,1
6613,0,0.0,0.0,0.0,0,0
6618,0,0.0,0.0,0.0,0,0
6643,5,0.2,0.8,0.0,249472,1
6644,4,0.5,0.5,0.0,149448,1
6645,9,0.5555555555555556,0.4444444444444444,0.0,570120,1
6647,3,1.0,0.0,0.0,316486,1
6648,0,0.0,0.0,0.0,0,0
6650,0,0.0,0.0,0.0,0,0
6652,1,1.0,0.0,0.0,0,1
6653,2,0.0,1.0,0.0,0,1
6656,0,0.0,0.0,0.0,0,0
6657,0,0.0,0.0,0.0,0,0
6658,14,0.5,0.42857142857142855,0.07142857142857142,536287,1
6659,0,0.0,0.0,0.0,0,0
6661,0,0.0,0.0,0.0,0,0
6663,0,0.0,0.0,0.0,0,0
6665,3,0.3333333333333333,0.6666666666666666,0.0,2384,1
6666,2,0.5,0.5,0.0,0,1
6673,0,0.0,0.0,0.0,0,0
6676,0,0.0,0.0,0.0,0,0
6680,12,0.4166666666666667,0.4166666666666667,0.16666666666666666,160776,1
6682,2,1.0,0.0,0.0,116181,1
6686,6,0.3333333333333333,0.5,0.16666666666666666,6757,1
6697,1,1.0,0.0,0.0,0,1
6703,6,0.6666666666666666,0.3333333333333333,0.0,95556,1
6707,15,0.06666666666666667,0.7333333333333333,0.2,449744,1
6719,0,0.0,0.0,0.0,0,0
6720,4,0.25,0.5,0.25,158759,1
6724,1,1.0,0.0,0.0,0,1
6749,0,0.0,0.0,0.0,0,0
6757,7,0.0,0.5714285714285714,0.42857142857142855,26283,1
6766,0,0.0,0.0,0.0,0,0
6793,13,0.0,0.7692307692307693,0.23076923076923078,7384,1
6820,1,0.0,1.0,0.0,0,1
6840,0,0.0,0.0,0.0,0,0
6851,0,0.0,0.0,0.0,0,0
6855,0,0.0,0.0,0.0,0,0
6873,0,0.0,0.0,0.0,0,0
6886,2,0.5,0.5,0.0,198121,1
6912,1,0.0,1.0,0.0,0,1
6919,0,0.0,0.0,0.0,0,0
6930,0,0.0,0.0,0.0,0,0
6942,1,0.0,1.0,0.0,0,1
6948,1,0.0,1.0,0.0,0,1
6971,0,0.0,0.0,0.0,0,0
7001,0,0.0,0.0,0.0,0,0
7006,0,0.0,0.0,0.0,0,0
7014,0,0.0,0.0,0.0,0,0
7017,0,0.0,0.0,0.0,0,0
7033,3,0.6666666666666666,0.3333333333333333,0.0,2398,1
7053,1,1.0,0.0,0.0,0,1
7057,6,0.16666666666666666,0.8333333333333334,0.0,95481,1
7060,4,0.0,0.5,0.5,604,1
7117,5,0.6,0.4,0.0,15480,1
7183,9,0.3333333333333333,0.5555555555555556,0.1111111111111111,105767,1
7196,0,0.0,0.0,0.0,0,0
7212,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,78677,1
7214,0,0.0,0.0,0.0,0,0
7223,0,0.0,0.0,0.0,0,0
7254,10,0.5,0.5,0.0,57463,1
7269,2,0.5,0.5,0.0,209906,1
7274,2,0.0,1.0,0.0,10127,1
7277,0,0.0,0.0,0.0,0,0
7279,0,0.0,0.0,0.0,0,0
7280,1,1.0,0.0,0.0,0,1
7283,1,1.0,0.0,0.0,0,1
7289,2,0.5,0.5,0.0,0,1
7292,2,1.0,0.0,0.0,24,1
7295,0,0.0,0.0,0.0,0,0
7296,4,0.25,0.75,0.0,39736,1
7315,1,0.0,1.0,0.0,0,1
7319,3,0.6666666666666666,0.3333333333333333,0.0,190041,1
7334,0,0.0,0.0,0.0,0,0
7353,0,0.0,0.0,0.0,0,0
7369,1,1.0,0.0,0.0,0,1
7370,0,0.0,0.0,0.0,0,0
7371,0,0.0,0.0,0.0,0,0
7377,1,0.0,1.0,0.0,0,1
7393,2,1.0,0.0,0.0,117284,1
7399,0,0.0,0.0,0.0,0,0
7402,0,0.0,0.0,0.0,0,0
7403,1,1.0,0.0,0.0,0,1
7404,6,0.16666666666666666,0.8333333333333334,0.0,253640,1
7406,4,0.75,0.25,0.0,420070,1
7411,1,1.0,0.0,0.0,0,1
7416,1,0.0,1.0,0.0,0,1
7419,0,0.0,0.0,0.0,0,0
7420,4,0.5,0.5,0.0,76017,1
7423,1,0.0,1.0,0.0,0,1
7436,4,1.0,0.0,0.0,57905,1
7437,0,0.0,0.0,0.0,0,0
7445,1,1.0,0.0,0.0,0,1
7446,3,1.0,0.0,0.0,3283,1
7452,0,0.0,0.0,0.0,0,0
7457,3,1.0,0.0,0.0,242275,1
7468,3,0.0,1.0,0.0,174187,1
7477,6,0.0,0.6666666666666666,0.3333333333333333,55419,1
7481,0,0.0,0.0,0.0,0,0
7483,1,1.0,0.0,0.0,0,1
7492,0,0.0,0.0,0.0,0,0
7501,62,0.45161290322580644,0.5161290322580645,0.03225806451612903,293792,1
7533,7,0.0,1.0,0.0,171776,1
7551,4,0.75,0.25,0.0,218637,1
7560,4,0.25,0.5,0.25,54876,1
7578,3,0.0,0.6666666666666666,0.3333333333333333,183536,1
7637,0,0.0,0.0,0.0,0,0
7639,1,0.0,1.0,0.0,0,1
7644,0,0.0,0.0,0.0,0,0
7654,2,0.5,0.5,0.0,192437,1
7672,1,1.0,0.0,0.0,0,1
7682,0,0.0,0.0,0.0,0,0
7687,1,1.0,0.0,0.0,0,1
7691,0,0.0,0.0,0.0,0,0
7694,0,0.0,0.0,0.0,0,0
7698,0,0.0,0.0,0.0,0,0
7707,2,1.0,0.0,0.0,49398,1
7713,0,0.0,0.0,0.0,0,0
7717,0,0.0,0.0,0.0,0,0
7719,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,221,1
7727,1,1.0,0.0,0.0,0,1
7730,1,1.0,0.0,0.0,0,1
7734,1,1.0,0.0,0.0,0,1
7743,2,0.5,0.5,0.0,0,1
7744,1,1.0,0.0,0.0,0,1
7756,1,0.0,1.0,0.0,0,1
7774,1,0.0,1.0,0.0,0,1
7782,0,0.0,0.0,0.0,0,0
7783,0,0.0,0.0,0.0,0,0
7785,2,0.0,0.5,0.5,0,1
7789,5,0.4,0.4,0.2,100469,1
7821,0,0.0,0.0,0.0,0,0
7825,0,0.0,0.0,0.0,0,0
7830,0,0.0,0.0,0.0,0,0
7861,0,0.0,0.0,0.0,0,0
7863,0,0.0,0.0,0.0,0,0
7898,0,0.0,0.0,0.0,0,0
7901,0,0.0,0.0,0.0,0,0
7905,1,1.0,0.0,0.0,0,1
7911,0,0.0,0.0,0.0,0,0
7921,1,1.0,0.0,0.0,0,1
7926,4,0.0,0.75,0.25,283421,1
7927,4,0.0,1.0,0.0,168156,1
7932,2,0.5,0.5,0.0,0,1
