node,in_degree,out_degree,degree,clustering
4181,9,31,40,0.1053763440860215
4182,44,72,116,0.44907723855092274
4197,8,37,45,0.26794871794871794
4200,76,9,85,0.0683526999316473
4201,283,55,338,0.1309744310319133
4207,12,26,38,0.32386363636363635
4214,387,1,388,0.07173555046792786
4219,48,30,78,0.19579193454120397
4233,15,14,29,0.24285714285714285
4252,57,10,67,0.16065573770491803
4256,68,45,113,0.19171171171171172
4257,47,47,94,0.24151967435549526
4259,551,30,581,0.04838359315103501
4269,78,55,133,0.190755873340143
4272,68,121,189,0.1806615776081425
4289,138,42,180,0.21654626762985896
4290,15,42,57,0.14646464646464646
4299,168,142,310,0.15297059262576504
4302,20,26,46,0.26666666666666666
4304,309,244,553,0.15203151135811796
4305,116,27,143,0.13296616837136113
4308,31,97,128,0.1525917297612114
4315,13,42,55,0.15136054421768708
4316,7,18,25,0.24285714285714285
4318,67,50,117,0.22621251388374677
4322,62,100,162,0.31416871416871417
4336,215,100,315,0.11996052593388094
4342,40,78,118,0.24677835051546393
4344,364,274,638,0.14335235648709005
4345,161,132,293,0.26060301507537686
4346,31,63,94,0.25203252032520324
4351,47,165,212,0.22185389809699202
4356,21,25,46,0.26126126126126126
4360,39,133,172,0.2718978102189781
4361,85,72,157,0.265564738292011
4362,35,45,80,0.2305084745762712
4364,18,21,39,0.19704433497536947
4365,337,104,441,0.13123219373219372
4368,307,93,400,0.13642127246960542
4369,21,39,60,0.32377428307123035
4375,65,34,99,0.2535857716580608
4378,187,115,302,0.20857840919373813
4384,6,8,14,0.5454545454545454
4408,22,16,38,0.0773109243697479
4420,74,37,111,0.17030729359496483
4426,40,23,63,0.3
4427,20,30,50,0.3883357041251778
4429,56,62,118,0.27086834733893556
4431,58,24,82,0.1923497267759563
4433,107,31,138,0.16379444185685452
4434,21,22,43,0.38
4439,15,22,37,0.39886039886039887
4440,43,47,90,0.1773231031543052
4444,14,2,16,0.04395604395604396
4492,17,37,54,0.13963963963963963
4493,55,58,113,0.22278481012658227
4507,10,22,32,0.22660098522167488
4512,9,19,28,0.15789473684210525
4516,5,18,23,0.2046783625730994
4526,256,19,275,0.051867761878501145
4541,17,140,157,0.1198581560283688
4542,4,4,8,0.17857142857142858
4554,11,8,19,0.4230769230769231
4580,13,12,25,0.2857142857142857
4582,3,14,17,0.24175824175824176
4585,4,9,13,0.19444444444444445
4604,66,65,131,0.27879714576962283
4628,39,38,77,0.25594405594405595
4642,45,21,66,0.2026618269812462
4646,66,49,115,0.28945835760046595
4664,48,75,123,0.3473684210526316
4666,12,23,35,0.1746031746031746
4668,46,173,219,0.2052091554853986
4678,36,10,46,0.17117117117117117
4683,38,21,59,0.17333333333333334
4685,45,132,177,0.22701149425287356
4696,14,37,51,0.1806543385490754
4701,16,14,30,0.23645320197044334
4705,21,48,69,0.18867924528301888
4710,24,54,78,0.20300751879699247
4712,58,31,89,0.12100456621004566
4713,70,47,117,0.38461538461538464
4718,83,160,243,0.17220916568742656
4733,11,16,27,0.2807017543859649
4740,64,52,116,0.30496858937749854
4741,88,23,111,0.1439925198690977
4760,8,12,20,0.3088235294117647
4761,18,7,25,0.10476190476190476
4762,4,6,10,0.16666666666666666
4764,7,18,25,0.17894736842105263
4767,1,42,43,0.13704994192799072
4776,31,111,142,0.19655172413793104
4800,14,10,24,0.1
4820,72,101,173,0.24743467682217285
4822,18,9,27,0.1476923076923077
4826,18,9,27,0.1368421052631579
4828,12,15,27,0.1895424836601307
4830,138,74,212,0.20970072239422086
4831,12,16,28,0.21212121212121213
4844,7,15,22,0.3047619047619048
4848,12,67,79,0.20226917057902974
4851,13,10,23,0.25
4856,4,17,21,0.16911764705882354
4870,16,32,48,0.24774774774774774
4875,28,16,44,0.2056451612903226
4877,20,23,43,0.24307692307692308
4881,33,18,51,0.14714714714714713
4883,23,31,54,0.23573573573573572
4904,18,10,28,0.20915032679738563
4908,12,11,23,0.2571428571428571
4910,45,4,49,0.14242424242424243
4911,5,17,22,0.3137254901960784
4915,13,2,15,0.21794871794871795
4924,23,22,45,0.2733990147783251
4929,122,81,203,0.18235846105724116
4930,43,22,65,0.3224489795918367
4931,15,64,79,0.3096153846153846
4934,47,42,89,0.23243243243243245
4973,15,9,24,0.022058823529411766
4991,182,8,190,0.16862514688601646
4994,91,55,146,0.2483005366726297
4995,39,23,62,0.15614617940199335
5005,34,16,50,0.12427409988385599
5006,299,58,357,0.10554605887939221
5011,190,19,209,0.09344973906257621
5013,31,27,58,0.15761689291101055
5014,6,15,21,0.33088235294117646
5016,28,25,53,0.3545893719806763
5022,51,10,61,0.11978221415607986
5029,5,7,12,0.3611111111111111
5032,32,22,54,0.375
5039,4,7,11,0.5555555555555556
5061,97,39,136,0.20891276864728192
5062,108,43,151,0.28358955130608676
5064,40,30,70,0.17946345975948197
5066,91,45,136,0.23648648648648649
5070,37,62,99,0.26882716049382716
5072,13,94,107,0.16864501679731242
5078,15,25,40,0.3233333333333333
5079,154,161,315,0.16541143654114365
5080,9,48,57,0.2636734693877551
5082,63,213,276,0.16874135546334718
5092,42,77,119,0.2856303261827799
5095,67,35,102,0.27069133398247325
5103,87,5,92,0.14096016343207354
5115,90,123,213,0.23615874571288584
5116,41,181,222,0.1787131274797309
5125,69,69,138,0.24430852871219844
5137,82,95,177,0.2513886910696482
5161,23,60,83,0.33713784021071114
5163,24,22,46,0.2857142857142857
5169,4,0,4,0.0
5175,6,20,26,0.44155844155844154
5183,38,1,39,0.2546230440967283
5186,89,98,187,0.19207108680792892
5188,142,38,180,0.15367249858905105
5191,61,25,86,0.21553994732221246
5193,169,40,209,0.17445353776028177
5194,108,142,250,0.1780207871533422
5195,62,62,124,0.2499009900990099
5197,62,22,84,0.2722749886928991
5198,148,118,266,0.14686756542426646
5199,93,72,165,0.12762297901616787
5200,95,27,122,0.2714904143475572
5202,41,28,69,0.4573643410852713
5205,65,13,78,0.3132867132867133
5206,73,20,93,0.2569620253164557
5207,33,24,57,0.30857142857142855
5208,45,35,80,0.3379164463246959
5219,20,8,28,0.22529644268774704
5226,359,209,568,0.12367476329435476
5229,88,105,193,0.2682453416149068
5245,128,10,138,0.09176340519624102
5246,8,27,35,0.2481060606060606
5247,51,70,121,0.2284408909194746
5252,59,79,138,0.314987714987715
5253,49,28,77,0.08499743983614952
5268,1,17,18,0.41911764705882354
5281,58,125,183,0.26782151278795574
5282,24,39,63,0.19183673469387755
5289,90,69,159,0.43142639206712435
5294,27,50,77,0.4542372881355932
5304,60,92,152,0.17857142857142858
5306,13,47,60,0.26484975541579314
5310,12,9,21,0.1619047619047619
5313,20,12,32,0.3246753246753247
5325,35,47,82,0.31795946890286514
5331,3,18,21,0.3006535947712418
5333,40,25,65,0.16241496598639457
5366,13,34,47,0.23423423423423423
5375,77,54,131,0.2087912087912088
5380,104,111,215,0.19349593495934958
5388,57,50,107,0.354261796042618
5406,92,91,183,0.10907148407148406
5411,49,62,111,0.19414141414141414
5414,31,103,134,0.16691560866318148
5427,88,99,187,0.20362158167036215
5429,60,107,167,0.20448849396217816
5430,7,53,60,0.2557651991614256
5433,49,41,90,0.3797814207650273
5439,256,96,352,0.12797881729920565
5449,78,27,105,0.22346528973034996
5458,9,18,27,0.36257309941520466
5464,18,4,22,0.16666666666666666
5478,146,76,222,0.14904849600982198
5500,82,57,139,0.18429189857761286
5508,73,6,79,0.2117734172528693
5514,55,1,56,0.2713804713804714
5515,43,10,53,0.2721631205673759
5516,134,5,139,0.14368191721132897
5521,87,1,88,0.258098223615465
5529,4,36,40,0.3603174603174603
5533,3,106,109,0.13348615764415447
5551,1,3,4,0.3333333333333333
5555,18,118,136,0.12038244241634072
5584,17,58,75,0.12090395480225989
5586,22,66,88,0.1772300469483568
5587,54,34,88,0.1466325660699062
5604,12,47,59,0.13959183673469389
5618,7,11,18,0.4083333333333333
5638,8,13,21,0.2571428571428571
5643,9,24,33,0.2830687830687831
5650,7,160,167,0.12733802184647613
5676,12,33,45,0.21906116642958748
5677,26,25,51,0.20376522702104097
5686,17,8,25,0.04743083003952569
5704,84,120,204,0.20855614973262032
5716,436,48,484,0.10381417846525923
5721,6,28,34,0.21957671957671956
5730,15,11,26,0.14130434782608695
5741,89,19,108,0.08812529219261338
5744,118,145,263,0.2216105354058722
5752,177,26,203,0.20178632381385822
5757,17,25,42,0.31746031746031744
5762,157,79,236,0.20647905759162305
5788,27,20,47,0.1891891891891892
5802,43,34,77,0.2213352685050798
5803,21,18,39,0.20075757575757575
5813,50,98,148,0.17181409295352323
5816,76,74,150,0.21776232616940583
5819,16,124,140,0.17948387096774193
5824,13,104,117,0.1435609921848454
5833,15,22,37,0.4384057971014493
5877,33,152,185,0.1955334987593052
5904,38,40,78,0.19172932330827067
5907,79,92,171,0.18688024408848208
5915,6,26,32,0.23692307692307693
5921,17,40,57,0.27342995169082124
5923,10,34,44,0.1925133689839572
5930,19,27,46,0.2798573975044563
5934,9,14,23,0.27205882352941174
5949,12,15,27,0.1736842105263158
5963,67,85,152,0.2734990157480315
5970,30,73,103,0.19824561403508772
5979,48,28,76,0.10288461538461538
5980,58,145,203,0.14018745328043242
6019,66,50,116,0.07878787878787878
6039,51,102,153,0.2988795518207283
6069,18,25,43,0.1889483065953654
6071,7,61,68,0.21470121628767846
6078,171,75,246,0.17107531648687258
6080,183,103,286,0.21697360926523637
6081,236,125,361,0.1898576512455516
6095,24,76,100,0.15750808110490744
6103,13,34,47,0.26180836707152494
6104,21,35,56,0.07682926829268293
6105,12,11,23,0.30833333333333335
6113,5,19,24,0.22510822510822512
6114,33,97,130,0.13313131313131313
6139,45,30,75,0.14084507042253522
6148,151,13,164,0.14838709677419354
6150,20,29,49,0.12684989429175475
6166,120,9,129,0.06635195384211906
6168,28,5,33,0.03870967741935484
6175,35,50,85,0.17271407837445574
6189,6,35,41,0.23273273273273273
6202,13,62,75,0.2119815668202765
6212,41,142,183,0.16635761589403975
6218,34,148,182,0.15428276573787408
6224,14,127,141,0.23934108527131784
6232,5,39,44,0.26450742240215924
6236,91,54,145,0.14659051574939425
6239,50,42,92,0.356078431372549
6240,14,100,114,0.18922520464496478
6241,189,116,305,0.1858313507798044
6257,14,30,44,0.18634423897581792
6260,8,11,19,0.46153846153846156
6267,43,72,115,0.18661971830985916
6308,11,104,115,0.30325271059216014
6317,68,45,113,0.2552246603970742
6321,9,35,44,0.17777777777777778
6335,36,8,44,0.16025641025641027
6339,56,30,86,0.16637401229148377
6341,57,67,124,0.25850819961206134
6358,74,51,125,0.1593008739076155
6364,63,56,119,0.2658454647256439
6369,50,21,71,0.33376623376623377
6370,43,42,85,0.09361393323657474
6381,21,14,35,0.19458128078817735
6409,19,40,59,0.2663280116110305
6414,7,17,24,0.11688311688311688
6418,36,104,140,0.22192114889581357
6560,94,142,236,0.28093211168025395
6584,92,65,157,0.13754578754578756
6586,25,5,30,0.12535612535612536
6598,143,46,189,0.21139505655634688
6613,4,24,28,0.24216524216524216
6618,7,8,15,0.2
6643,89,52,141,0.2709209911173446
6644,94,4,98,0.19298245614035087
6645,38,36,74,0.33962264150943394
6647,18,22,40,0.45265151515151514
6648,64,42,106,0.3901330736773775
6650,30,59,89,0.2140921409214092
6652,61,16,77,0.30977982590885816
6653,74,85,159,0.24592454587796925
6656,31,68,99,0.22519754170324846
6657,41,29,70,0.38921205711263884
6658,51,36,87,0.3628415300546448
6659,41,10,51,0.36231884057971014
6661,76,18,94,0.24817136886102403
6663,41,1,42,0.25551684088269455
6665,53,33,86,0.3428462709284627
6666,32,25,57,0.32946298984034833
6673,49,77,126,0.32060050041701416
6676,17,39,56,0.21592442645074225
6680,19,28,47,0.25946969696969696
6682,15,24,39,0.43493761140819964
6686,19,25,44,0.44144144144144143
6697,80,22,102,0.28421052631578947
6703,146,100,246,0.1797657802392931
6707,5,85,90,0.21552604698672115
6719,28,76,104,0.1905225576111652
6720,108,40,148,0.14591377091377092
6724,23,91,114,0.13186813186813187
6749,211,76,287,0.1697310962997012
6757,13,45,58,0.19797979797979798
6766,10,18,28,0.29473684210526313
6793,24,0,24,0.07246376811594203
6820,3,30,33,0.19310344827586207
6840,26,14,40,0.09982174688057041
6851,2,0,2,0.0
6855,39,22,61,0.08333333333333333
6873,59,6,65,0.11396843950905904
6886,37,76,113,0.29780564263322884
6912,9,131,140,0.21113543947450736
6919,12,32,44,0.12685560053981107
6930,18,12,30,0.15692307692307692
6942,6,1,7,0.0
6948,55,24,79,0.11654135338345864
6971,17,0,17,0.051470588235294115
7001,20,62,82,0.15864621893178213
7006,57,64,121,0.27854274239816407
7014,3,29,32,0.13054187192118227
7017,32,29,61,0.1110204081632653
7033,26,105,131,0.16634491634491635
7053,20,90,110,0.23196368848542762
7057,50,117,167,0.1409961685823755
7060,35,27,62,0.15622895622895622
7117,47,43,90,0.17807816632383192
7183,3,13,16,0.10256410256410256
7196,101,50,151,0.26432727913948156
7212,8,31,39,0.28520499108734404
7214,14,65,79,0.2857657657657658
7223,8,2,10,0.24444444444444444
7254,10,10,20,0.11029411764705882
7269,9,13,22,0.28654970760233917
7274,176,26,202,0.10636442894507411
7277,13,25,38,0.28307692307692306
7279,143,161,304,0.21891838741396263
7280,16,11,27,0.2077922077922078
7283,21,21,42,0.20476190476190476
7289,57,95,152,0.21349557522123894
7292,69,61,130,0.23272727272727273
7295,52,29,81,0.3050921861281826
7296,38,128,166,0.1934224049331963
7315,37,74,111,0.2770533058796614
7319,6,57,63,0.22262552934059285
7334,71,5,76,0.2421752738654147
7353,23,10,33,0.06837606837606838
7369,6,4,10,0.19047619047619047
7370,33,44,77,0.28873611845584346
7371,9,7,16,0.23076923076923078
7377,22,115,137,0.21883289124668434
7393,1,92,93,0.1509794553272814
7399,53,24,77,0.03670634920634921
7402,24,24,48,0.12195121951219512
7403,8,17,25,0.17647058823529413
7404,65,100,165,0.28643371017471736
7406,85,81,166,0.33415233415233414
7411,139,31,170,0.23912198912198912
7416,26,11,37,0.18181818181818182
7419,22,0,22,0.12121212121212122
7420,48,76,124,0.33564356435643566
7423,77,5,82,0.07215189873417721
7436,24,33,57,0.20609579100145137
7437,79,20,99,0.08461898083216457
7445,15,77,92,0.22277722277722278
7446,9,1,10,0.2
7452,40,41,81,0.26666666666666666
7457,5,90,95,0.13406593406593406
7468,55,45,100,0.30562659846547313
7477,53,19,72,0.5338345864661654
7481,20,69,89,0.4215320910973085
7483,6,15,21,0.23529411764705882
7492,7,20,27,0.36363636363636365
7501,135,127,262,0.29918032786885246
7533,135,8,143,0.04893617021276596
7551,84,34,118,0.11214182642754071
7560,106,26,132,0.11454272863568216
7578,4,15,19,0.20833333333333334
7637,44,5,49,0.12050739957716702
7639,86,91,177,0.235595390524968
7644,44,3,47,0.1717171717171717
7654,17,24,41,0.18620689655172415
7672,52,0,52,0.13046757164404224
7682,57,18,75,0.17879499217527386
7687,43,36,79,0.2025383395029085
7691,17,1,18,0.125
7694,78,21,99,0.13286713286713286
7698,63,1,64,0.03422619047619048
7707,14,32,46,0.15615615615615616
7713,19,22,41,0.14942528735632185
7717,59,33,92,0.18179271708683473
7719,15,16,31,0.46842105263157896
7727,12,53,65,0.18922305764411027
7730,15,14,29,0.16666666666666666
7734,11,39,50,0.2968960863697706
7743,31,61,92,0.2746478873239437
7744,11,35,46,0.2880371660859466
7756,40,0,40,0.08076923076923077
7774,16,7,23,0.16842105263157894
7782,230,38,268,0.15122114419538307
7783,177,4,181,0.12557781201849
7785,126,63,189,0.2923836600329193
7789,5,19,24,0.2943722943722944
7821,88,113,201,0.2379313940152226
7825,78,50,128,0.14629629629629629
7830,19,86,105,0.21577847439916406
7861,3,11,14,0.2
7863,7,22,29,0.11594202898550725
7898,118,39,157,0.10912343470483005
7901,19,13,32,0.07076923076923076
7905,29,39,68,0.14183307731694828
7911,53,27,80,0.19754170324846357
7921,75,37,112,0.21976639712488769
7926,18,30,48,0.23873873873873874
7927,25,36,61,0.363265306122449
7932,195,13,208,0.0877101586549846
7937,308,41,349,0.12066611541641828
7942,238,123,361,0.1914366335418967
7949,77,82,159,0.28884974935645574
7951,29,20,49,0.20930232558139536
7959,10,6,16,0.23076923076923078
7960,158,69,227,0.1255050243447633
7961,43,6,49,0.09485815602836879
7962,178,103,281,0.2161709095161982
7968,5,11,16,0.08974358974358974
7976,7,34,41,0.22948717948717948
8005,269,79,348,0.1586994119681771
8006,63,15,78,0.23827791986359761
8007,27,37,64,0.3228803716608595
8021,48,1,49,0.05782312925170068
8054,18,18,36,0.35384615384615387
8122,155,45,200,0.19294045426642112
8123,19,39,58,0.3476621417797888
8126,92,142,234,0.21000546414911056
8131,21,42,63,0.19946808510638298
8134,29,24,53,0.2726045883940621
8136,17,20,37,0.18716577540106952
8144,33,19,52,0.18170731707317073
8152,14,23,37,0.24216524216524216
8154,15,29,44,0.3913978494623656
8157,13,22,35,0.14461538461538462
8163,80,39,119,0.13333333333333333
8170,14,55,69,0.1605769230769231
8178,6,36,42,0.17780938833570412
8182,8,22,30,0.25
8189,84,71,155,0.21431427429028388
8197,3,12,15,0.21212121212121213
8208,38,25,63,0.2585034013605442
8209,100,19,119,0.209140332993544
8212,14,16,30,0.4368421052631579
8218,10,9,19,0.26666666666666666
8220,1,8,9,0.2857142857142857
8223,22,1,23,0.030303030303030304
8254,27,87,114,0.23582474226804123
8266,9,4,13,0.4666666666666667
8268,40,18,58,0.09415584415584416
8293,12,0,12,0.045454545454545456
8294,185,37,222,0.0888385146804836
8296,137,52,189,0.21583850931677018
8303,108,60,168,0.18119205298013244
8306,65,64,129,0.20213577421815407
8308,19,94,113,0.22105263157894736
8315,12,53,65,0.22597402597402597
8329,27,16,43,0.2955665024630542
8334,20,60,80,0.2528846153846154
8338,14,18,32,0.2689655172413793
8343,5,26,31,0.17989417989417988
8353,10,43,53,0.18921775898520085
8355,13,23,36,0.15763546798029557
8359,6,9,15,0.28205128205128205
8379,51,172,223,0.22130584192439862
8381,244,70,314,0.18044872725161815
8383,154,64,218,0.1770440251572327
8384,28,201,229,0.2650248638408714
8385,262,89,351,0.1698415926603846
8386,6,76,82,0.24982456140350878
8394,72,63,135,0.4047128803477465
8398,183,99,282,0.18700138283161366
8399,18,25,43,0.3282051282051282
8400,5,1,6,0.5333333333333333
8404,109,45,154,0.2621595989703292
8406,21,30,51,0.20256410256410257
8412,10,57,67,0.3571011104617183
8413,48,47,95,0.3731481481481482
8417,46,21,67,0.21948051948051947
8421,57,8,65,0.18410286382232613
8428,12,11,23,0.2714285714285714
8439,4,8,12,0.13333333333333333
8446,24,23,47,0.2603129445234708
8459,10,6,16,0.06060606060606061
8467,15,1,16,0.05
8490,4,8,12,0.4
8498,28,1,29,0.029556650246305417
8499,2,33,35,0.26136363636363635
8512,28,114,142,0.247283789656671
8518,11,51,62,0.23308270676691728
8542,5,26,31,0.15692307692307692
8556,2,16,18,0.3161764705882353
8557,2,25,27,0.16
8558,2,1,3,0.3333333333333333
8570,11,35,46,0.34534534534534533
8575,26,19,45,0.2172043010752688
8581,67,41,108,0.20326864147088866
8582,79,28,107,0.04452690166975881
8588,12,24,36,0.24301075268817204
8600,19,10,29,0.14245014245014245
8612,6,37,43,0.2253711201079622
8618,35,56,91,0.2693972693972694
8619,43,35,78,0.31070889894419307
8629,15,27,42,0.4689655172413793
8682,9,78,87,0.12468354430379747
8691,3,6,9,0.23809523809523808
8732,14,9,23,0.08187134502923976
8742,20,41,61,0.16363636363636364
8755,29,4,33,0.20935960591133004
8938,19,39,58,0.2717171717171717
8942,138,23,161,0.12093848262517133
8956,4,5,9,0.07142857142857142
9065,5,30,35,0.17701149425287357
9096,22,61,83,0.17647058823529413
9097,116,41,157,0.2019047619047619
9101,95,68,163,0.1488927738927739
9102,37,23,60,0.24274099883855982
9104,114,28,142,0.23297347727575637
9106,33,21,54,0.2550607287449393
9107,54,56,110,0.279320987654321
9110,62,26,88,0.14620253164556962
9128,45,18,63,0.08013468013468013
9134,22,34,56,0.36486486486486486
9143,19,23,42,0.26436781609195403
9148,15,115,130,0.1563513115237253
9149,91,33,124,0.26626262626262626
9151,26,106,132,0.19550763701707097
9152,91,10,101,0.19208920681674732
9154,29,70,99,0.31100478468899523
9157,11,97,108,0.21026592455163884
9160,25,106,131,0.2648648648648649
9161,33,196,229,0.18422737796167676
9163,37,32,69,0.3656462585034014
9167,14,112,126,0.27149178255372947
9168,26,26,52,0.3724137931034483
9171,9,6,15,0.26666666666666666
9175,43,4,47,0.2515151515151515
9176,63,66,129,0.32603092783505155
9182,29,21,50,0.27419354838709675
9184,17,40,57,0.34690101757631825
9188,29,92,121,0.23975927004465153
9191,79,42,121,0.37237026647966337
9192,86,51,137,0.24125995154032537
9205,30,76,106,0.18209876543209877
9207,87,72,159,0.2714389534883721
9209,39,12,51,0.3239795918367347
9212,9,37,46,0.33001422475106684
9219,28,36,64,0.3520408163265306
9220,37,60,97,0.2300469483568075
9221,57,7,64,0.08766803039158387
9222,11,28,39,0.39655172413793105
9226,21,63,84,0.24
9227,51,43,94,0.3383116883116883
9229,45,55,100,0.38757062146892657
9236,6,13,19,0.2967032967032967
9237,81,50,131,0.3038245000970685
9249,6,62,68,0.2993125330512956
9251,93,64,157,0.2713178294573643
9254,61,68,129,0.20903010033444816
9282,12,42,54,0.23847517730496454
9299,17,55,72,0.1736111111111111
9345,1,8,9,0.32142857142857145
9356,39,6,45,0.17435897435897435
9358,12,6,18,0.2857142857142857
9365,4,11,15,0.22727272727272727
9399,38,12,50,0.30853658536585366
9438,13,87,100,0.1566152407667134
9442,18,39,57,0.2563265306122449
9447,25,75,100,0.13664596273291926
9451,35,135,170,0.17559912854030502
9466,20,13,33,0.18181818181818182
9480,26,41,67,0.18604651162790697
9481,73,19,92,0.2447840141052013
9483,8,22,30,0.28923076923076924
9490,22,28,50,0.18937198067632852
9506,12,17,29,0.2490118577075099
9508,74,112,186,0.20657276995305165
9520,22,5,27,0.19367588932806323
9531,1,19,20,0.23391812865497075
9532,33,14,47,0.10077519379844961
9563,25,91,116,0.15306930693069307
9570,14,144,158,0.21600969154785202
9574,92,34,126,0.07924090974938433
9600,40,89,129,0.14932614555256066
9626,20,77,97,0.2703296703296703
9634,22,56,78,0.27814207650273226
9648,12,51,63,0.2647058823529412
9649,16,71,87,0.23693605972086984
9656,48,18,66,0.19986023759608665
9672,48,27,75,0.16220238095238096
9673,10,89,99,0.166541822721598
9682,16,1,17,0.16666666666666666
9691,12,27,39,0.23655913978494625
9702,191,46,237,0.1819726370383618
9707,46,2,48,0.057971014492753624
9708,2,15,17,0.21904761904761905
9722,53,125,178,0.2199346405228758
9731,106,14,120,0.09123669123669123
9736,6,15,21,0.18333333333333332
9745,33,9,42,0.08246225319396051
9746,68,2,70,0.07370600414078675
9763,7,80,87,0.2367283950617284
9774,52,26,78,0.15784712799638173
9784,36,87,123,0.2711610486891386
9789,13,11,24,0.19298245614035087
9791,23,10,33,0.07692307692307693
9796,9,242,251,0.14760398598782437
9797,215,51,266,0.16634325861492139
9798,124,88,212,0.23458297006684103
9816,14,76,90,0.21389159363842908
9828,23,14,37,0.2439516129032258
9851,200,44,244,0.11073632250102838
9857,45,75,120,0.2955696202531646
9863,24,45,69,0.12442396313364056
9871,3,77,80,0.17019822282980177
9879,57,78,135,0.16953807740324595
9881,57,79,136,0.26264222503160556
9882,0,36,36,0.2714285714285714
9893,77,205,282,0.2527293844367015
9895,12,44,56,0.11690821256038647
9903,149,161,310,0.14593175853018373
9906,229,90,319,0.20925820527414152
9910,114,80,194,0.1918238993710692
9914,253,53,306,0.10299539170506912
9921,101,81,182,0.24902874902874902
9928,27,25,52,0.08045977011494253
9937,10,16,26,0.32748538011695905
9957,22,58,80,0.09254362771020624
9960,13,65,78,0.16736596736596737
9972,98,55,153,0.05971414728682171
9987,195,85,280,0.22491596939140385
9997,14,5,19,0.30994152046783624
10001,11,109,120,0.16036036036036036
10005,5,0,5,0.4
10008,11,12,23,0.2714285714285714
10012,19,31,50,0.32388663967611336
10025,82,116,198,0.2376158940397351
10033,44,31,75,0.26284153005464483
10035,13,89,102,0.20250255362614913
10044,30,9,39,0.13063063063063063
10053,59,83,142,0.22396059684195277
10061,9,35,44,0.2253968253968254
10064,15,43,58,0.26684397163120566
10065,50,42,92,0.27789473684210525
10110,64,36,100,0.10582895365504061
10128,280,24,304,0.17277008842752786
10133,23,17,40,0.09230769230769231
10152,86,31,117,0.16452124845706226
10159,83,45,128,0.2836528550814265
10231,22,85,107,0.20114942528735633
10239,11,138,149,0.18139773895169578
10260,107,135,242,0.25476127203472404
10298,68,73,141,0.1634795650543682
10329,3,28,31,0.1402116402116402
10403,11,28,39,0.3078817733990148
10412,9,75,84,0.19063063063063063
10427,18,24,42,0.3467741935483871
10444,47,24,71,0.3644067796610169
10445,155,45,200,0.19019242706393544
10446,111,91,202,0.3021256495040151
10459,3,33,36,0.11942959001782531
10468,20,141,161,0.2110435663627153
10469,3,24,27,0.427536231884058
10471,111,28,139,0.18926974664679583
10508,4,8,12,0.2857142857142857
10537,1,13,14,0.19230769230769232
10538,10,73,83,0.1537290715372907
10552,18,40,58,0.17483811285846437
10593,64,4,68,0.13125
10602,37,140,177,0.13591954022988506
10605,3,1,4,0.5
10606,36,18,54,0.1839323467230444
10632,16,28,44,0.22522522522522523
10635,2,4,6,0.3
10640,4,71,75,0.4024435394298408
10647,40,1,41,0.06025641025641026
10685,109,138,247,0.1334987593052109
10686,8,85,93,0.23824451410658307
10695,61,46,107,0.26640026640026643
10700,16,18,34,0.13846153846153847
10701,59,76,135,0.2636588616028936
10707,162,287,449,0.1714730521165394
10709,11,61,72,0.16641065028161803
10711,55,41,96,0.16557377049180327
10714,67,51,118,0.20253164556962025
10715,90,81,171,0.22419260129183793
10726,165,48,213,0.1735566642908054
10729,4,15,19,0.18333333333333332
10737,6,40,46,0.3269230769230769
10741,10,38,48,0.1767881241565452
10750,17,119,136,0.18886329765614415
10783,22,81,103,0.18401997503121098
10848,64,61,125,0.3319641523525019
10849,7,1,8,0.0
10862,29,21,50,0.14390243902439023
10892,81,48,129,0.2793370756482224
10895,175,53,228,0.18857944732297063
10898,7,34,41,0.2852852852852853
10902,60,43,103,0.14732142857142858
10907,115,34,149,0.24323326771653545
10911,38,59,97,0.29049897470950103
10913,57,35,92,0.21445221445221446
10923,126,100,226,0.2106508875739645
10927,83,52,135,0.2878848460615754
10928,39,23,62,0.3010204081632653
10939,52,67,119,0.24180581323438466
10940,12,36,48,0.20897435897435898
10942,6,1,7,0.0
10964,15,23,38,0.2761904761904762
10988,5,6,11,0.2857142857142857
11020,5,12,17,0.25757575757575757
11036,214,134,348,0.2091193588956158
11044,213,29,242,0.15575191307656533
11057,14,38,52,0.393154486586494
11108,13,42,55,0.25757575757575757
11111,5,7,12,0.19444444444444445
11112,44,141,185,0.31917631917631917
11125,43,94,137,0.27873227689741453
11135,36,94,130,0.18142014087188274
11146,4,13,17,0.23809523809523808
11147,9,102,111,0.16299477221807318
11170,229,92,321,0.13409920930397476
11176,180,28,208,0.28660273176402207
11178,19,116,135,0.21117005599764221
11180,112,39,151,0.2923666371942234
11185,59,223,282,0.23568151546544325
11197,88,58,146,0.2326007326007326
11199,12,23,35,0.31076923076923074
11213,36,54,90,0.23573309920983318
11221,14,12,26,0.22924901185770752
11227,30,1,31,0.09247311827956989
11234,98,92,190,0.3868456375838926
11239,29,14,43,0.051209103840682786
11249,106,65,171,0.2736525560953042
11265,20,62,82,0.19254658385093168
11267,66,97,163,0.2918801428349635
11276,28,26,54,0.11201079622132254
11285,30,49,79,0.4025974025974026
11286,36,11,47,0.07373737373737374
11310,7,78,85,0.18889970788704966
11321,2,74,76,0.3113661606812292
11326,80,92,172,0.22357159380060143
11329,65,81,146,0.19769263637658452
11332,44,46,90,0.303859649122807
